picture,location_active,location_sec,active_hand_hs,secondary_hand_hs,tense_lax_active,tense_lax_sec
priruchennyj_frame2,,,125,125,,
prisoedinjat'_frame1,,,91,91,,
prisoedinjat'_frame2,,,91,91,,
prisposoblennost'_frame2,,,2,,,
prisposobljat'_frame1,,,33,,,
prisposobljat'_frame2,,,33,,,
pristal'nyj vzgljad_frame1,,,51,,,
pristavka_frame1,,,111,111,,
pristavka_frame2,,,111,111,,
prisutstvie_frame2,,,3,71,,
priszepka_frame1,,,38,34,,
pritjazhenie_frame1,,,97,97,,
pritjazhenie_frame2,,,97,97,,
privetstvovat'_frame2,,,71,,,
privilegija_frame1,,,152,,,
privilegija_frame2,,,152,,,
privivka_frame1,,,53,,,
privivka_frame2,,,125,,,
privjazannyj_frame1,,,24,24,,
privjazannyj_frame2,,,24,24,,
privlekat'_frame1,,,14,14,,
privlekat'_frame2,,,14,14,,
privlekatel'nyj_frame1,,,87,87,,
privlekatel'nyj_frame2,,,87,87,,
privychka_frame1,,,7,,,
prizemlit'sja_frame1,,,59,69,,
prizemlit'sja_frame2,,,59,69,,
priznanie_frame1,,,14,71,,
priznavat'_frame1,,,14,71,,
priznavat'_frame2,,,14,71,,
prjamoj ugol_frame2,,,14,14,,
prjamoj_frame2,,,69,,,
prjamougol'nik_frame1,,,15,15,,
prjamye volosy_frame2,,,69,,,
prjatat'_frame2,,,137,,,
prjazhka_frame2,,,41,41,,
probel_frame1,,,103,69,,0
problema_frame2,,,14,69,,
proboina_frame1,,,68,69,,
proboina_frame2,,,68,69,,
probovat'_frame1,,,3,,,
probovat'_frame2,,,3,,,
procent_frame1,,,144,144,,
procent_frame2,,,144,144,,
process_frame1,,,103,104,,
prodannyj_frame2,,,24,24,,
prodavat'_frame2,,,24,24,,
prodazha_frame2,,,24,24,,
prodlenie_frame1,,,24,24,,
prodlenie_frame2,,,24,24,,
prodlenka_frame1,,,24,24,,
prodlenka_frame2,,,24,24,,
prodlevat'_frame2,,,24,24,,
prodolzhat'sja_frame1,,,103,87,,
prodolzhat'sja_frame2,,,87,87,,
prodolzhat'_frame2,,,87,87,,
prodolzhitel'naja bol'_frame1,,,15,,,
prodolzhitel'naja bol'_frame2,,,71,,,
prodolzhitel'nost'_frame1,,,103,69,,
prodolzhitel'nost'_frame2,,,104,69,,
produkt_frame1,,,136,69,,
produkt_frame2,,,136,69,,
prodvigat'_frame1,,,75,75,,
prodvigat'_frame2,,,75,75,,
prodvinutyj_frame1,,,76,71,,
prodvinutyj_frame2,,,76,71,,
prodvizhenie_frame1,,,75,75,,
prodvizhenie_frame2,,,75,75,,
proekcija_frame1,,,155,69,,
proekcija_frame2,,,155,69,,
proektor_frame1,,,133,,,
proektor_frame2,,,133,,,
proekt_frame2,,,152,152,,
professional_frame2,,,73,,,
profil'_frame2,,,3,,,
profi_frame2,,,73,,,
progljadet'_frame1,,,24,,,
progljadet'_frame2,,,14,,,
programma_frame2,,,78,71,,
progress_frame1,,,14,24,,
progress_frame2,,,14,24,,
progulka_frame1,,,70,69,,0
progulka_frame2,,,70,69,,0
prohlada_frame1,,,91,,,
prohlada_frame2,,,87,87,,
proishodit'_frame1,,,24,,,
proishodit'_frame2,,,14,,,
proishozhdenie_frame1,,,14,71,,
proishozhdenie_frame2,,,21,71,,
proiznosit'_frame2,,,13,,,
proizvedenie_frame1,,,14,69,,
proizvedenie_frame2,,,14,69,,
proizvodit'_frame2,,,136,69,,0
proizvodnaja_frame2,,,14,,,
proizvodstvo_frame1,,,59,59,,
proizvodstvo_frame2,,,59,59,,
prokljatie_frame2,,,24,,,
prokolot'_frame1,,,14,106,,
prokolot'_frame2,,,14,106,,
promezhutok_frame1,,,69,,,
promezhutok_frame2,,,69,,,
promyshlennost'_frame1,,,59,59,,
promyshlennost'_frame2,,,59,59,,
pronicatel'nyj_frame1,,,87,87,,
pronicatel'nyj_frame2,,,87,87,,
proniknovenie_frame1,,,71,87,,
pronyra_frame1,,,14,69,,
pronyra_frame2,,,14,69,,
propaganda_frame2,,,14,14,,
propityvanie_frame1,,,100,100,,
proporcija_frame1,,,15,15,,
proporcija_frame2,,,15,15,,
propoved'_frame1,,,144,,,
propoved'_frame2,,,95,,,
propovedovat'_frame2,,,144,,,
propustit'_frame2,,,24,69,,
prosachivat'sja_frame1,,,14,87,,
prosachivat'sja_frame2,,,14,87,,
proshloe_frame2,,,75,75,,
prosmatrivat'_frame1,,,14,71,,
prosmatrivat'_frame2,,,14,71,,
prosnut'sja_frame1,,,13,13,,
prosnut'sja_frame2,,,13,13,,
prostitucija_frame1,,,21,,,
prostitutka_frame1,,,21,,,
prostoj_frame2,,,155,155,,
prostornyj_frame1,,,144,144,,
prostranstvennyj_frame1,,,96,96,,
prostuda_frame1,,,95,95,,
prostuda_frame2,,,95,95,,
prostynja_frame1,,,91,91,,
prostynja_frame2,,,91,91,,
prosypat'sja_frame1,,,15,15,,
prosypat'sja_frame2,,,15,15,,
proszat'_frame1,,,69,69,,
proszenie_frame1,,,147,,,
proszenie_frame2,,,87,,,
protestovat'_frame1,,,14,,,
protestovat'_frame2,,,14,,,
protest_frame2,,,1,1,,
protivnyj_frame1,,,18,,,
protivnyj_frame2,,,18,,,
protivopolozhnyj_frame1,,,18,18,,
protivopolozhnyj_frame2,,,18,18,,
protivorechie_frame1,,,14,14,,
protivorechie_frame2,,,14,14,,
protivorechivost'_frame2,,,18,18,,
protivostojat'_frame1,,,18,18,,
protivostojat'_frame2,,,18,18,,
protiv_frame2,,,18,18,,
protokol_frame1,,,137,137,,
protokol_frame2,,,137,137,,
proverka kontrol'_frame1,,,24,24,,
proverka kontrol'_frame2,,,24,24,,
proverka_frame1,,,50,50,,
proverka_frame2,,,58,58,,
provisajuszij_frame1,,,78,69,,
provocirovat'_frame1,,,144,,,
provocirovat'_frame2,,,144,,,
provodit' meroprijatie_frame2,,,125,69,,
provodit'_frame1,,,170,69,,0
provodit'_frame2,,,170,69,,0
provoloka_frame1,,,29,29,,
provoloka_frame2,,,29,29,,
prozharennyj_frame2,,,87,69,,0
prozhivanie_frame2,,,69,,,
prygat'_frame1,,,59,70,,0
prygat'_frame2,,,59,70,,0
pryszik_frame2,,,111,,,
prysz_frame1,,,24,,,
prysz_frame2,,,24,,,
pryzhki_frame1,,,18,71,,0
pryzhki_frame2,,,18,71,,0
pshenica_frame2,,,115,,,
publichnost'_frame1,,,71,71,,
publichnost'_frame2,,,87,87,,
publikacija_frame1,,,1,71,,
publikacija_frame2,,,1,71,,
publikovat'_frame1,,,1,69,,
puchok volos_frame1,,,71,71,,
puchok volos_frame2,,,2,2,,
pugat'_frame2,,,15,15,,
puhlyj_frame2,,,87,87,,
pukat'_frame1,,,78,78,,
pukat'_frame2,,,78,78,,
pul's_frame1,,,135,91,,0
pul's_frame2,,,135,91,,0
pulja_frame1,,,109,14,,
pulja_frame2,,,109,14,,
pulover_frame1,,,87,87,,
pushka_frame2,,,34,69,,
pustoj_frame1,,,69,69,0,0
pustoj_frame2,,,69,69,0,0
pustynja_frame2,,,69,69,,
put'_frame1,,,71,71,,
put'_frame2,,,71,71,,
puteshestvie_frame1,,,103,69,,
puteshestvovat'_frame2,,,103,69,,0
puzyrek_frame1,,,97,97,,
puzyrek_frame2,,,97,97,,
pyl'ca_frame1,,,69,69,,
pyl'ca_frame2,,,69,69,,
pyl'_frame2,,,103,,,
pylesos_frame1,,,97,,,
pylesos_frame2,,,97,,,
pyshnyj_frame1,,,91,91,,
pyshnyj_frame2,,,91,91,,
pytat'sja_frame1,,,3,,,
rabotajuszij_frame1,,,71,69,,
rabotat'_frame1,,,125,,,
rabotat'_frame2,,,125,,,
rabota_frame2,,,111,,,
rabstvo_frame1,,,79,69,,
rabstvo_frame2,,,79,69,,
radioaktivnyj_frame2,,,87,87,,
radio_frame1,,,170,,,
radost'_frame2,,,71,71,,
radostnyj_frame2,,,71,71,,
raketa_frame1,,,14,69,,
raketa_frame2,,,14,69,,
Rak_frame1,,,34,34,,
Rak_frame2,,,51,51,,
rama_frame1,,,34,34,,
rama_frame2,,,34,34,,
ramka; karkas_frame1,,,112,112,,
ramka; karkas_frame2,,,112,112,,
ran'she_frame1,,,75,,,
ran'she_frame2,,,75,,,
ranec_frame1,,,30,30,,
ranec_frame2,,,30,30,,
ranee_frame1,,,75,,,
ranenyj_frame1,,,103,,,
ranenyj_frame2,,,1,,,
rano_frame2,,,70,,,
raschet_frame1,,,144,144,,
raschet_frame2,,,144,144,,
raschyoska_frame2,,,100,,,
raspad_frame1,,,71,71,,
raspisanie_frame1,,,75,69,,
raspisanie_frame2,,,75,69,,
raspjatie_frame1,,,14,14,,
raspjatie_frame2,,,14,14,,
rasplavit'_frame1,,,140,140,,
rasplavit'_frame2,,,140,140,,
rasplavlennyj_frame1,,,91,91,,
rasplavlennyj_frame2,,,91,91,,
raspolagat'sja_frame1,,,71,,,
raspolagat'sja_frame2,,,71,71,,
raspoznavanie_frame2,,,87,71,,
raspredeljat'_frame2,,,71,71,,
rasprodannyj_frame1,,,24,24,,
rasprostranjat'_frame1,,,30,30,,
rasprostranjat'_frame2,,,30,30,,
raspuhshij_frame1,,,97,97,,
raspuhshij_frame2,,,97,97,,
raspylitel'_frame1,,,21,,,
raspylitel'_frame2,,,21,,,
rassejannyj_frame1,,,103,103,,
rassejannyj_frame2,,,103,103,,
rasserdit'sja_frame1,,,155,155,,
rasshirenie_frame1,,,30,30,,
rasshirenie_frame2,,,30,30,,
rasshirjat'_frame1,,,30,30,,
rasskazyvat'_frame2,,,155,155,,
rasskaz_frame1,,,155,155,,
rasskaz_frame2,,,155,155,,
rasslablenie_frame2,,,2,2,,
rasslabljat'sja_frame2,,,134,134,,
rassledovanie_frame2,,,97,97,,
rassoedinjat'_frame1,,,87,87,,
rassoedinjat'_frame2,,,87,87,,
rasstat'sja_frame2,,,3,3,,
rasstavat'sja_frame2,,,90,90,,
rasstojanie_frame1,,,14,14,,
rasstojanie_frame2,,,14,14,,
rasstroennyj_frame2,,,87,87,,
rasstrojstvo_frame1,,,87,,,
rasstrojstvo_frame2,,,87,,,
rasti_frame1,,,69,69,,
rastjazhka_frame1,,,24,24,,
rastjazhka_frame2,,,24,24,,
rastvoritel'_frame1,,,140,140,,
rastvoritel'_frame2,,,140,140,,
rastvorjat'_frame1,,,92,92,,
rastvorjat'_frame2,,,92,92,,
ravenstvo_frame2,,,51,,,
ravnina_frame1,,,73,69,,
ravnina_frame2,,,73,69,,
ravnomernyj_frame1,,,71,74,,
ravnomernyj_frame2,,,71,74,,
ravnovesie sil_frame2,,,71,71,,
ravnyj_frame2,,,51,,,
raz#jaryonnyj_frame2,,,14,,,
razbirat'_frame2,,,59,59,,
razbrasyvat'_frame1,,,134,,,
razbrasyvat'_frame2,,,97,97,,
razbryzgivat'_frame1,,,3,,,
razbryzgivat'_frame2,,,21,,,
razdelenie_frame1,,,14,69,,
razdelenie_frame2,,,14,69,,
razdeljat'_frame1,,,70,70,,
razdeljat'_frame2,,,70,70,,
razdelyvat'_frame1,,,71,71,,
razdelyvat'_frame2,,,71,71,,
razdevalka_frame1,,,101,101,,
razdevalka_frame2,,,101,101,,
razdrazhajuszij_frame2,,,155,,,
razdrazhat'_frame1,,,30,30,,
razdrazhat'_frame2,,,30,30,,
razdrazhenie_frame1,,,155,155,,
razdrazhenie_frame2,,,155,155,,
razdrobljat'_frame1,,,24,24,,
razdrobljat'_frame2,,,24,24,,
razgovarivat'_frame2,,,14,14,,
razgovor_frame1,,,14,14,,
razlichie_frame2,,,14,14,,
razlichno_frame1,,,14,14,,
razlichnyj_frame1,,,14,14,,
razlozhenie_frame1,,,87,87,,
razlozhenie_frame2,,,87,87,,
razmalyvanie_frame1,,,1,1,,
razmalyvanie_frame2,,,1,1,,
razmeszat'_frame1,,,137,137,,
razmeszat'_frame2,,,137,137,,
razmnozhat'sja_frame2,,,30,30,,
razmyshljat'_frame2,,,103,71,,
raznica_frame2,,,14,,,
raznoobrazie_frame1,,,14,14,,
raznoobrazie_frame2,,,14,14,,
razocharovannyj_frame1,,,91,91,,
razocharovannyj_frame2,,,91,91,,
razocharovyvat'sja_frame1,,,91,91,,
razocharovyvat'sja_frame2,,,95,95,,
razreshat'_frame1,,,144,144,,
razreshat'_frame2,,,144,144,,
razreshenie_frame1,,,144,144,,
razreshenie_frame2,,,144,144,,
razreshennyj_frame2,,,144,144,,
razreshit'_frame2,,,144,144,,
razrezat'_frame1,,,71,71,,
razrezat'_frame2,,,71,71,,
razrushenie_frame1,,,87,87,,
razrushenie_frame2,,,87,87,,
razrydat'sja_frame1,,,14,,,
razrydat'sja_frame2,,,14,,,
razum_frame1,,,3,3,,
razum_frame2,,,3,3,,
razvitie_frame1,,,69,69,,
razvitie_frame2,,,69,69,,
razvivat'_frame1,,,30,30,,
razvivat'_frame2,,,30,30,,
razvlechenie_frame1,,,69,69,,
razvlechenie_frame2,,,69,69,,
razvlekat'_frame2,,,71,71,0,0
razvodit'_frame2,,,24,71,,0
razvod_frame1,,,3,3,,
razvorot stranic_frame1,,,71,71,,
razvorot stranic_frame2,,,71,71,,
reabilitacija_frame1,,,14,14,,
reabilitacija_frame2,,,14,14,,
reagirovat'_frame1,,,18,1,,
reagirovat'_frame2,,,18,1,,
real'nost'_frame1,,,14,14,,
real'nost'_frame2,,,14,14,,
realizm_frame1,,,14,14,,
realizm_frame2,,,14,14,,
rebenok_frame2,,,68,,,
rebro_frame1,,,112,,,
rebro_frame2,,,112,,,
rebyonok_frame2,,,68,,,
redaktirovat'_frame1,,,125,125,,
redaktor_frame1,,,125,125,,
redaktor_frame2,,,125,125,,
redkij_frame1,,,14,14,,
redkij_frame2,,,14,14,,
redko_frame1,,,14,14,,
redko_frame2,,,14,14,,
reformacija_frame1,,,51,51,,
reforma_frame1,,,51,51,,
reforma_frame2,,,51,51,,
region_frame1,,,163,,,
region_frame2,,,163,,,
registracija_frame1,,,133,69,,
registracija_frame2,,,133,69,,
registrirovat'_frame1,,,73,71,,
regressija_frame1,,,14,14,,
regressija_frame2,,,14,14,,
regress_frame1,,,75,,,
regress_frame2,,,75,,,
regulirovat'_frame1,,,7,7,,
regulirovat'_frame2,,,7,7,,
reguljarno_frame2,,,71,69,,
reklamirovat'_frame1,,,155,155,,
reklamirovat'_frame2,,,170,170,,
reklamnyj_frame1,,,155,155,,
reklamnyj_frame2,,,155,155,,
rekonstrukcija_frame1,,,14,14,,
rekonstrukcija_frame2,,,14,14,,
rele_frame1,,,14,1,,
rele_frame2,,,111,1,,
religija_frame2,,,13,,,
remen'_frame1,,,113,113,,
remen'_frame2,,,113,113,,
repetirovat'_frame1,,,87,87,,
repetirovat'_frame2,,,87,87,,
reshajuszij_frame2,,,3,2,,
reshat' problemu_frame2,,,79,79,,
reshat'_frame1,,,3,3,,
reshenie_frame2,,,71,71,,
reshennyj_frame1,,,79,79,,
reshetka_frame2,,,86,,,
resnicy_frame2,,,158,,,
respirator_frame2,,,97,,,
restoran_frame1,,,155,155,,
restoran_frame2,,,91,91,,
revnivyj_frame1,,,110,110,,
revnivyj_frame2,,,110,110,,
revnost'_frame1,,,21,21,,
revnost'_frame2,,,21,21,,
revoljucija_frame2,,,3,3,,
rez'ba_frame1,,,18,18,,
rez'ba_frame2,,,18,18,,
rezat' nozhnicami_frame1,,,33,,,
rezat' nozhnicami_frame2,,,50,69,,
rezervirovanie; bronirovanie_frame1,,,97,69,,
rezervirovanie; bronirovanie_frame2,,,2,,,
rezerv_frame1,,,2,71,,
rezerv_frame2,,,2,71,,
rezina_frame1,,,64,64,,
rezina_frame2,,,64,64,,
rezul'tat_frame1,,,95,95,,
rezul'tat_frame2,,,141,141,,
Riga_frame1,,,14,,,
Riga_frame2,,,14,,,
risknut'_frame1,,,21,21,,
risovat'_frame1,,,125,71,,
risovat'_frame2,,,125,71,,
ris_frame1,,,152,70,,
ris_frame2,,,152,70,,
ritmika_frame1,,,69,69,,
ritmika_frame2,,,69,69,,
ritm_frame2,,,71,69,,
rjadom_frame1,,,3,3,,
rjadom_frame2,,,3,3,,
rjukzak_frame1,,,30,30,,
robot_frame1,,,69,,,
Rodina_frame1,,,13,13,,
rodnoj_frame2,,,14,14,,
rody_frame2,,,68,68,,
rolikovye kon'ki_frame1,,,91,69,,
romashkovyj_frame2,,,144,24,,
roskosh'_frame1,,,87,87,,
roskosh'_frame2,,,87,87,,
Rossija_frame2,,,14,,,
rost_frame1,,,73,,,
rost_frame2,,,72,,,
rotor_frame1,,,14,136,,
rotor_frame2,,,14,136,,
rot_frame1,,,14,,,
rot_frame2,,,14,,,
rovnyj gladkij_frame1,,,73,73,,
rovnyj gladkij_frame2,,,73,73,,
rovnyj_frame1,,,152,,,
rozetka_frame2,,,34,136,,
rozhdenie_frame1,,,68,68,,
rozryv_frame2,,,59,59,,
rubashka_frame1,,,114,114,,
rubit' derevo_frame2,,,69,69,0,
rubka derev'ev_frame1,,,69,87,0,
rubka derev'ev_frame2,,,15,87,,
rucheek_frame1,,,112,,,
rucheek_frame2,,,112,,,
ruchej_frame2,,,112,,,
ruchka dvernaja_frame2,,,2,,,
ruchka_frame2,,,111,69,,
rugat'sja_frame1,,,95,69,,
rugat'sja_frame2,,,95,69,,
rugat'_frame1,,,87,69,,
rugat'_frame2,,,100,69,,
ruhnut'_frame1,,,71,71,0,0
ruhnut'_frame2,,,71,71,0,0
rukav_frame1,,,96,69,,0
ruka_frame2,,,87,,0,
rukovodit'_frame1,,,24,24,,
rukovodit'_frame2,,,24,24,,
rumynija_frame1,,,69,,,
rumynija_frame2,,,69,,,
russkij_frame1,,,14,,,
rutina_frame1,,,14,14,,
rutina_frame2,,,64,64,,
ruzh'e_frame1,,,34,34,,
rvat'_frame2,,,64,64,,
rybec_frame1,,,87,70,,
Ryby_frame1,,,70,70,,
Ryby_frame2,,,70,70,,
rygat'_frame2,,,11,,,
rynok_frame2,,,87,87,,
ryvok_frame2,,,1,1,,
s cheredovaniem_frame2,,,71,71,,
sadizm_frame2,,,91,,,
sahar_frame1,,,110,,,
sahar_frame2,,,110,,,
salfetka_frame2,,,141,,,
samolet_frame2,,,68,,,
samyj luchshij_frame2,,,137,,,
samyj pervyj_frame1,,,1,69,,
samyj pervyj_frame2,,,14,69,,
samyj_frame2,,,3,,,
sandalii_frame2,,,34,69,,
sanki_frame1,,,59,,,
sanki_frame2,,,59,,,
satana_frame2,,,110,,,
sbavljat'_frame1,,,29,29,,
sbavljat'_frame2,,,29,29,,
sbegat'_frame1,,,51,69,,
sbegat'_frame2,,,51,69,,
sberegat'_frame2,,,95,69,,
sbezhat'_frame2,,,51,69,,
sbivalka_frame2,,,25,,,
sborka_frame1,,,137,137,,
sborka_frame2,,,137,137,,
sbryznut'_frame1,,,1,1,,
sbryznut'_frame2,,,87,1,,
scena_frame2,,,70,70,,
sceplenie_frame1,,,71,71,,
sceplenie_frame2,,,71,71,,
schast'e_frame2,,,125,125,,
schastlivyj_frame1,,,53,53,,
schastlivyj_frame2,,,125,125,,
schitat'_frame1,,,87,87,0,0
schitat'_frame2,,,96,96,,
sdavat' krov'_frame1,,,14,1,,
sdavat' krov'_frame2,,,1,1,,
sdavat'sja_frame2,,,69,69,,
sdavat'_frame1,,,1,1,,
sdirat' _frame2,,,137,69,,
sdvig fazy_frame1,,,110,110,,
sdvig fazy_frame2,,,110,110,,
sejchas_frame1,,,75,75,,
seksual'nyj_frame1,,,103,,,
seksual'nyj_frame2,,,103,,,
seks_frame1,,,21,,,
sem'ja_frame1,,,92,92,,
sem'ja_frame2,,,92,92,,
semestr_frame2,,,144,144,,
seminar_frame1,,,14,14,,
seminar_frame2,,,59,59,,
ser'ezno_frame2,,,140,140,,
ser'ga_frame1,,,144,,,
serdcebienie_frame1,,,2,,,
serdce_frame1,,,103,,,
serdce_frame2,,,103,,,
serebro_frame1,,,155,,,
seredina_frame1,,,101,101,,
seredina_frame2,,,101,101,,
serija vizitov_frame1,,,21,2,,
serija vizitov_frame2,,,59,2,,
servis_frame1,,,125,125,,
seryj_frame2,,,86,,,
sestra_frame2,,,34,34,,
set'_frame1,,,2,2,,
severnyj_frame2,,,135,,,
sgibat'_frame2,,,73,69,,
shag_frame1,,,69,69,0,0
shag_frame2,,,69,69,0,0
shahmatnaja igra_frame2,,,109,109,,
shahter_frame2,,,1,1,,
shampanskoe_frame1,,,133,1,,
shampun'_frame2,,,76,76,0,0
shansy_frame1,,,1,1,,
shans_frame1,,,35,35,,
shans_frame2,,,125,125,,
sharf_frame2,,,110,110,,
shariki_frame1,,,97,97,,
shariki_frame2,,,97,97,,
sharnir_frame1,,,97,14,,
sharnir_frame2,,,97,14,,
shashki_frame1,,,144,144,,
shashki_frame2,,,144,144,,
sheja_frame1,,,69,,0,
sheja_frame2,,,69,,0,
shejnyj platok_frame1,,,24,24,,
shejnyj platok_frame2,,,24,24,,
shelkovyj_frame1,,,141,141,,
sherhovatyj_frame1,,,69,69,,
sherhovatyj_frame2,,,98,69,,
shikarnyj_frame2,,,137,137,,
shipuchij_frame1,,,97,97,,
shipuchij_frame2,,,97,97,,
shirina_frame2,,,71,71,,
shirokij ehkran_frame2,,,68,68,,
shirokij_frame2,,,71,71,,
shiroko rasprostranennyj_frame1,,,158,158,,
shiroko rasprostranennyj_frame2,,,158,158,,
shit'e_frame1,,,144,69,,
shit'e_frame2,,,144,69,,
shit'_frame1,,,144,69,,
shit'_frame2,,,144,69,,
shkaf-penal_frame2,,,69,69,,
shkola_frame2,,,15,15,,
shkurenie_frame1,,,69,69,,
shkurenie_frame2,,,69,69,,
shkurka_frame2,,,69,70,,
shlem; kaska_frame2,,,96,96,,
shlem_frame1,,,96,96,,
shlem_frame2,,,96,96,,
shlepancy_frame1,,,71,71,0,0
shljapa_frame1,,,68,,,
shljapa_frame2,,,68,,,
shodjaszijsja_frame1,,,14,14,,
shodjaszijsja_frame2,,,14,14,,
shodnyj_frame1,,,51,,,
shodnyj_frame2,,,51,,,
shokirovannyj_frame1,,,103,,,
shokirovannyj_frame2,,,103,,,
shokolad_frame1,,,158,158,,
shok_frame2,,,69,,,
shorty_frame1,,,71,71,,
shorty_frame2,,,71,71,,
shotlandija_frame1,,,1,,,
shotlandija_frame2,,,1,,,
shozhest'_frame1,,,14,14,,
shozhest'_frame2,,,14,14,,
SHram_frame2,,,3,69,,0
shtativ _frame1,,,34,1,,
shtativ _frame2,,,51,1,,
shtopka_frame2,,,144,70,,0
shtopor_frame1,,,2,69,,0
shtopor_frame2,,,2,69,,0
shtraf_frame1,,,34,71,,
shtraf_frame2,,,34,71,,
shtrih-kod_frame1,,,69,71,,
shtrihovat'_frame1,,,14,,,
shtrihovat'_frame2,,,14,,,
shtrihovka_frame2,,,95,,,
shtuka_frame1,,,7,,,
shuba_frame1,,,136,136,,
shumnyj_frame2,,,68,68,,
shum_frame1,,,68,68,,
shurup_frame1,,,110,,,
shurup_frame2,,,14,71,,
shutka_frame2,,,141,141,,
shvabra_frame1,,,24,24,,
shvabra_frame2,,,24,24,,
shvatit'_frame1,,,95,87,,
shvatit'_frame2,,,2,2,,
shvejcarija_frame2,,,34,,,
shvyrjat'_frame2,,,91,2,,
sidet'_frame1,,,25,25,,
sidet'_frame2,,,25,25,,
sigara_frame1,,,144,,,
sigara_frame2,,,144,,,
sigareta_frame2,,,30,,,
signalizacija_frame1,,,29,29,,
signalizacija_frame2,,,29,29,,
sil'no_frame1,,,14,,,
sil'no_frame2,,,14,,,
sil'nyj_frame1,,,71,69,,
sil'nyj_frame2,,,71,69,,
sila_frame1,,,14,,,
sila_frame2,,,14,,,
simbioz_frame1,,,87,87,,
simpatichnyj_frame2,,,71,,,
Singapur_frame1,,,1,1,,
Singapur_frame2,,,1,1,,
sinjak_frame1,,,110,,,
sirota_frame1,,,144,144,,
sirota_frame2,,,144,144,,
sistema_frame2,,,69,69,,
situacija_frame2,,,69,69,,
skachat'_frame1,,,2,2,,
skachat'_frame2,,,2,2,,
skala_frame1,,,74,74,,
skala_frame2,,,74,74,,
skandal_frame2,,,21,21,,
skanner_frame1,,,95,71,,
skanner_frame2,,,95,71,,
skatert'_frame1,,,71,71,,
skatert'_frame2,,,71,71,,
skatnaja krysha_frame2,,,69,69,,
skaut_frame1,,,24,,,
skazat'_frame1,,,144,,,
skazat'_frame2,,,144,,,
skejtbord_frame1,,,71,71,,
skejtbord_frame2,,,71,71,,
skelet_frame1,,,96,96,,
skelet_frame2,,,96,96,,
skladyvat'_frame1,,,70,70,,
skladyvat'_frame2,,,70,70,,
sklad_frame1,,,70,71,,
skloka_frame1,,,21,21,,
sklon_frame2,,,71,71,,
skol'zkij_frame2,,,69,,,
skorbet'_frame1,,,69,,,
skorbet'_frame2,,,69,,,
skoro_frame2,,,14,14,,
skovorodka_frame1,,,24,,,
skrepka_frame1,,,38,70,,
skrepka_frame2,,,38,70,,
skresti_frame2,,,71,69,,
skrining_frame1,,,71,69,,
skrining_frame2,,,71,69,,
skripka_frame1,,,152,101,,
skripka_frame2,,,152,101,,
skromnyj_frame1,,,166,166,,
skryvat'_frame2,,,87,69,,
skuchnyj_frame2,,,51,,,
slaboslyshaszij_frame2,,,69,,,
slabost'_frame2,,,87,87,,
slabyj_frame1,,,87,87,,
sladkij_frame1,,,144,,,
sladkoe_frame2,,,13,,,
sladostrastnyj_frame1,,,71,,,
sladostrastnyj_frame2,,,71,,,
slajd_frame1,,,71,1,,
slajd_frame2,,,71,1,,
sledstvie_frame1,,,92,92,,
sledstvie_frame2,,,141,141,,
sleduet_frame1,,,162,,,
slegka_frame2,,,96,96,0,0
slepoj_frame2,,,95,,,
sleza_frame2,,,14,,,
slijanie_frame1,,,86,86,,
slijanie_frame2,,,86,86,,
slivki_frame1,,,78,78,,
slivki_frame2,,,78,78,,
sljuna_frame1,,,14,,,
sljuni_frame2,,,14,,,
sloj_frame1,,,69,69,,0
sloj_frame2,,,69,69,,0
slomannyj_frame1,,,59,59,,
slovakija_frame1,,,14,14,,
slovakija_frame2,,,14,14,,
Slovenija_frame1,,,51,,,
slovo_frame1,,,14,14,,
slovo_frame2,,,14,14,,
slozhnyj_frame2,,,152,152,,
sluchaj_frame1,,,87,87,,
sluchaj_frame2,,,87,87,,
sluhovoj apparat_frame2,,,14,,,
sluhovoj kanal_frame1,,,18,,,
sluhovoj kanal_frame2,,,18,,,
sluh_frame1,,,14,,,
slushat'_frame1,,,69,,,
slushat'_frame2,,,136,,,
sluzhenie_frame1,,,71,71,,
sluzhenie_frame2,,,71,71,,
slyshaszij_frame1,,,24,,,
slyshaszij_frame2,,,24,,,
slyshat'_frame1,,,14,,,
slyshat'_frame2,,,14,,,
smazka_frame2,,,1,71,,
smeh_frame1,,,136,,,
smeh_frame2,,,136,,,
smelost'_frame1,,,1,1,,
smelyj_frame2,,,69,,,
smerch_frame1,,,14,14,,
smerch_frame2,,,14,14,,
smert'_frame2,,,69,69,,
smes'_frame1,,,96,96,,0
smes'_frame2,,,96,96,,0
smeshannyj_frame1,,,71,71,0,0
smeshannyj_frame2,,,71,71,0,0
smeshnoj_frame2,,,51,,,
smetana_frame1,,,69,69,0,
smetana_frame2,,,69,69,0,
smetat'_frame1,,,144,,,
smetat'_frame2,,,144,,,
smirit'sja_frame1,,,1,1,,
smotret' iskosa_frame1,,,51,,,
smotret'_frame1,,,51,,,
smutnyj_frame1,,,87,87,,
smutnyj_frame2,,,87,87,,
smysl_frame1,,,71,71,,0
smysl_frame2,,,71,71,,0
snabzhenie_frame1,,,69,69,0,0
snabzhenie_frame2,,,69,69,0,0
snegopad_frame2,,,104,103,,
sneg_frame2,,,87,104,,
snimat' penu_frame1,,,141,,,
sobaka_frame1,,,136,,,
sobaka_frame2,,,137,,,
sobirat'sja_frame1,,,136,136,,
sobirat'sja_frame2,,,136,136,,
