picture,location_active,location_sec,active_hand_hs,secondary_hand_hs,tense_lax_active,tense_lax_sec
lak_frame1,,,75,71,,
lak_frame2,,,75,71,,
lampa indikator_frame1,,,80,,,
lampa indikator_frame2,,,80,,,
lampa_frame2,,,82,,,
lampochka_frame1,,,97,,,
lampochka_frame2,,,97,,,
landshaft_frame1,,,71,71,,
landshaft_frame2,,,71,71,,
laskat'_frame2,,,76,1,,
lastik_frame1,,,24,71,,
lastochka_frame2,,,52,71,,
Latvija_frame2,,,18,,,
lavrushka_frame1,,,18,18,,
lavrushka_frame2,,,18,18,,
lechenie_frame1,,,125,69,,0
lechenie_frame2,,,125,69,,0
legitimnyj_frame2,,,95,95,,
legko_frame1,,,71,,,
legko_frame2,,,96,96,,
lejka_frame1,,,30,,,
lekarstvo_frame1,,,69,,,
lekcija_frame1,,,103,,,
lenivyj_frame1,,,3,,,
lenta_frame1,,,107,107,,
lepestok_frame1,,,15,1,,
lepestok_frame2,,,15,1,,
lepetat'_frame1,,,71,,,
lepetat'_frame2,,,137,,,
lest'_frame2,,,137,137,,
lestnica_frame2,,,76,76,,
les_frame1,,,87,87,,
les_frame2,,,137,137,,
letat'_frame1,,,87,87,0,0
letat'_frame2,,,87,87,0,0
levsha_frame1,,,71,,0,
levsha_frame2,,,71,,0,
lev_frame2,,,95,95,,
lezhat'_frame1,,,50,69,,0
lezhat'_frame2,,,50,69,,0
LGBT_frame1,,,85,,,
LGBT_frame2,,,85,,,
licemerie_frame2,,,21,,,
licemer_frame2,,,21,,,
licenzirovanie_frame1,,,14,71,,
licenzirovanie_frame2,,,14,71,,
lichno ja_frame2,,,18,,,
lico_frame1,,,14,,,
lico_frame2,,,14,,,
lider_frame1,,,3,3,,
lider_frame2,,,3,3,,
liga_frame1,,,18,18,,
liga_frame2,,,18,18,,
limit_frame1,,,69,69,,
limit_frame2,,,69,69,,
limon_frame1,,,14,,,
limon_frame2,,,21,,,
linejnyj_frame2,,,73,,,
lingvistika_frame2,,,51,51,,
linija shei_frame1,,,14,,,
linija shei_frame2,,,14,,,
linija_frame2,,,89,89,,
lira_frame1,,,87,12,,
lira_frame2,,,87,12,,
lisa_frame1,,,92,,,
lisa_frame2,,,137,,,
lishat'_frame2,,,34,34,,
list rastenija_frame1,,,111,111,,
list rastenija_frame2,,,115,115,,
lit'yo_frame1,,,30,30,,
lit'yo_frame2,,,30,30,,
lit'_frame1,,,30,,,
lit'_frame2,,,30,,,
Litva_frame1,,,34,,,
Litva_frame2,,,34,,,
ljagushka_frame1,,,87,87,,
ljubimyj_frame1,,,71,,,
ljubimyj_frame2,,,71,,,
ljubit'_frame1,,,71,,,
ljuboj_frame2,,,71,,,
ljubopytnyj_frame1,,,24,,,
ljubopytnyj_frame2,,,24,,,
ljubov'_frame2,,,71,,,
ljubovnik_frame2,,,1,30,,
lobzik_frame2,,,68,69,,
lodka_frame1,,,73,73,,
lodka_frame2,,,73,73,,
lodochka_frame2,,,1,1,,
logichnyj_frame1,,,144,144,,
logichnyj_frame2,,,144,144,,
logika_frame2,,,144,144,,
logistika_frame1,,,34,71,,0
logistika_frame2,,,34,71,,0
logopedija_frame1,,,14,,,
logopedija_frame2,,,14,,,
logoped_frame1,,,14,,,
logoped_frame2,,,14,,,
loh_frame1,,,71,,,
loh_frame2,,,71,,,
lokon_frame1,,,14,,,
lokon_frame2,,,14,,,
lomkij_frame1,,,24,24,,
lomkij_frame2,,,24,24,,
lopata_frame1,,,71,71,,
lopata_frame2,,,71,71,,
lopatka_frame1,,,69,71,,
lopatka_frame2,,,69,71,,
los'_frame1,,,87,87,,
los'_frame2,,,87,87,,
loshad'_frame1,,,87,,,
loshad'_frame2,,,87,,,
loskut_frame1,,,110,110,,
loskut_frame2,,,110,110,,
lotereja_frame1,,,144,71,,0
lovit'_frame1,,,87,87,,
lovit'_frame2,,,12,12,,
lozh'_frame2,,,68,1,,
lozhka_frame1,,,24,,,
lozhka_frame2,,,24,,,
luchshij_frame2,,,125,,,
luk_frame1,,,25,,,
luk_frame2,,,25,,,
luna_frame1,,,115,,,
luna_frame2,,,115,,,
lupa_frame1,,,25,,,
lyogkij_frame1,,,87,,,
lyogkij_frame2,,,91,,,
lysyj_frame1,,,147,1,,
lysyj_frame2,,,147,1,,
magazin_frame1,,,15,15,,
magazin_frame2,,,23,23,,
magnit_frame1,,,68,69,,
magnit_frame2,,,68,69,,
majak_frame1,,,86,69,,
majak_frame2,,,86,69,,
majatnik_frame1,,,14,,,
majatnik_frame2,,,14,,,
makarony_frame1,,,14,14,,
makarony_frame2,,,14,14,,
makijazh_frame1,,,73,73,,
maksimum_frame1,,,69,69,,
maksimum_frame2,,,69,69,,
mal'chik_frame2,,,69,,,
malen'kij_frame1,,,13,13,,
malen'kij_frame2,,,13,13,,
maloverojatnyj_frame1,,,30,,,
maloverojatnyj_frame2,,,69,,,
malo_frame2,,,115,,,
mama_frame2,,,69,,,
mamochka_frame1,,,69,,,
mamochka_frame2,,,69,,,
mandarin_frame1,,,78,1,,
manera_frame1,,,69,69,,
manikjur_frame2,,,152,13,,
manzheta_frame1,,,109,91,,
manzheta_frame2,,,109,91,,
marihuana_frame1,,,15,,,
marihuana_frame2,,,15,71,,
marka_frame2,,,34,71,,
marker_frame1,,,34,71,,
marker_frame2,,,3,71,,
marshrut_frame1,,,71,71,,
marshrut_frame2,,,71,71,,
maska_frame1,,,95,,,
maska_frame2,,,95,,,
maslo_frame1,,,75,71,,
maslo_frame2,,,75,71,,
massazh_frame1,,,87,87,,
massazh_frame2,,,100,100,,
massa_frame2,,,87,87,,
massivnyj_frame1,,,7,7,,
massivnyj_frame2,,,7,7,,
match_frame1,,,87,87,,
match_frame2,,,87,87,,
matematika_frame2,,,87,87,,
material_frame1,,,137,137,,
material_frame2,,,137,137,,
matrac_frame2,,,79,79,,
matras; mat_frame1,,,140,140,,
matras; mat_frame2,,,14,140,,
matrica_frame1,,,71,71,,
matrica_frame2,,,71,71,,
mechtat'_frame1,,,69,,,
mechta_frame1,,,69,,,
medal'_frame1,,,125,,,
media_frame1,,,13,13,,
media_frame2,,,20,20,,
medlenno_frame1,,,71,69,,
medlennyj_frame1,,,71,69,,
medlennyj_frame2,,,71,69,,
medved'_frame1,,,1,1,,
medved'_frame2,,,1,1,,
megafon_frame1,,,1,,,
megafon_frame2,,,1,,,
mehanika_frame1,,,101,101,,
mehanika_frame2,,,101,101,,
mehanizm_frame1,,,101,101,,
mehanizm_frame2,,,101,101,,
meh_frame1,,,97,69,,
meh_frame2,,,97,69,,
Meksika_frame1,,,1,1,,
Meksika_frame2,,,13,13,,
mel'nica_frame1,,,72,72,,
melodija_frame1,,,144,144,,
menjat'_frame1,,,1,3,,
menjat'_frame2,,,1,3,,
menstruirovat'_frame1,,,144,,,
menstruirovat'_frame2,,,144,,,
ment_frame1,,,144,,,
ment_frame2,,,144,,,
mertvyj_frame1,,,69,69,,
mertvyj_frame2,,,69,69,,
merzost'_frame2,,,91,91,,
meshok_frame1,,,95,95,,
meshok_frame2,,,95,95,,
mesit' testo_frame2,,,12,12,,
mesjac_frame1,,,3,,,
mesjac_frame2,,,3,,,
mest'_frame2,,,33,33,,
mestnyj_frame1,,,87,87,,
mestnyj_frame2,,,87,87,,
mestonahozhdenie_frame1,,,87,87,,
mestonahozhdenie_frame2,,,87,87,,
mesto_frame1,,,87,87,,
mesto_frame2,,,87,87,,
metall_frame2,,,34,34,,
metod_frame1,,,69,,,
metod_frame2,,,69,,,
metronom_frame1,,,13,,,
metronom_frame2,,,13,,,
metr_frame2,,,24,,,
mezhdunarodnyj_frame1,,,97,97,,
mezhdu_frame1,,,69,,,
mgnovennyj_frame1,,,144,,,
mgnovennyj_frame2,,,70,,,
migat'_frame2,,,51,,,
migren'_frame2,,,163,,,
mikrofon_frame1,,,24,,,
mikrofon_frame2,,,24,,,
mikroskop_frame2,,,2,2,,
mikser_frame1,,,18,,,
mikser_frame2,,,14,,,
milen'kij_frame1,,,69,,,
milen'kij_frame2,,,73,,,
milicija_frame1,,,34,34,,
milicija_frame2,,,34,34,,
miloserdnyj_frame1,,,11,,,
miloserdnyj_frame2,,,11,,,
milost'_frame1,,,11,,,
milost'_frame2,,,11,,,
milyj_frame2,,,75,,,
mimika_frame1,,,69,,,
miniatjura_frame1,,,115,115,,
miniatjura_frame2,,,115,115,,
minimalizm_frame1,,,69,69,,
minimalizm_frame2,,,69,69,,
minovat'_frame1,,,69,69,,0
minovat'_frame2,,,69,69,,0
minus_frame1,,,14,,,
minus_frame2,,,14,,,
mir_frame1,,,76,76,,
mir_frame2,,,76,76,,
miska_frame1,,,76,76,,
miska_frame2,,,76,76,,
mizer_frame1,,,115,,,
mizer_frame2,,,115,,,
mjach_frame1,,,97,97,,
mjach_frame2,,,97,97,,
mjagkij_frame1,,,88,88,,
mjakot'_frame1,,,140,140,,
mjakot'_frame2,,,88,88,,
mjaso_frame2,,,69,,,
mjat'_frame1,,,76,76,,
mjat'_frame2,,,76,76,,
mjata_frame1,,,69,69,,
mjatezhnyj_frame2,,,1,1,,
mjatyj_frame1,,,95,95,,
mjatyj_frame2,,,100,100,,
mladenec_frame1,,,68,,,
mladenec_frame2,,,68,,,
mnenie_frame2,,,72,,,
mnogoehtazhka_frame1,,,87,,,
mnogonozhka_frame1,,,95,95,,
mnogonozhka_frame2,,,95,95,,
mnogotochie_frame1,,,14,,,
mnogotochie_frame2,,,14,,,
mnogo_frame2,,,72,,0,
mnozhestvo_frame1,,,71,69,,
mobil'nik_frame2,,,21,,,
mobil'nost'_frame1,,,21,21,,
mobil'nost'_frame2,,,21,21,,
moch'_frame1,,,140,,,
moch'_frame2,,,137,,,
mocha_frame1,,,14,,,
mocha_frame2,,,14,,,
moda_frame1,,,158,,,
moda_frame2,,,158,,,
modificirovat'_frame2,,,34,34,,
modnyj_frame1,,,158,,,
modnyj_frame2,,,158,,,
mokryj_frame1,,,92,92,,
mokryj_frame2,,,137,137,,
Moldova_frame1,,,96,,,
Moldova_frame2,,,96,,,
molitva_frame1,,,69,,,
molitva_frame2,,,69,,,
moljarnyj zub_frame1,,,21,,,
moljarnyj zub_frame2,,,21,,,
molnija_frame1,,,14,,,
molodoj_frame1,,,14,,,
molodost'_frame1,,,14,,,
molotok_frame1,,,25,,,
molotok_frame2,,,25,,,
monitor_frame1,,,68,68,,
monitor_frame2,,,68,68,,
monogramma_frame1,,,25,71,,
monogramma_frame2,,,25,71,,
monolog_frame1,,,15,,,
monolog_frame2,,,87,,0,
monotonnyj_frame1,,,14,14,,
monterskie kogti_frame1,,,21,21,,
monterskie kogti_frame2,,,21,21,,
more_frame1,,,87,87,,
more_frame2,,,87,87,,
morkovka_frame1,,,14,14,,
morkovka_frame2,,,14,14,,
morszina_frame2,,,38,38,,
morzh_frame2,,,78,78,,
moshennichestvo_frame1,,,87,87,,
moshennichestvo_frame2,,,87,87,,
Moskva_frame2,,,1,,,
most_frame1,,,68,68,,
most_frame2,,,68,68,,
mosznost'_frame1,,,87,,,
mosznost'_frame2,,,87,,,
mosznyj_frame2,,,75,75,,
motel'_frame2,,,110,110,,
motivacija_frame1,,,74,69,,
motivacija_frame2,,,74,69,,
motivirovat'_frame1,,,74,71,,
motivirovat'_frame2,,,74,71,,
motiv_frame1,,,74,69,,
motiv_frame2,,,74,69,,
motocikl_frame1,,,7,7,,
motocikl_frame2,,,7,7,,
mozaika_frame1,,,34,34,,
mozg_frame2,,,1,,,
mstit'_frame1,,,34,34,,
mstit'_frame2,,,34,34,,
muchenichestvo_frame1,,,18,18,,
muchenichestvo_frame2,,,18,18,,
muchit'_frame1,,,52,1,,
muchit'_frame2,,,52,1,,
mudrost'_frame1,,,78,,,
mudrost'_frame2,,,78,,,
mudryj_frame1,,,82,,,
mudryj_frame2,,,87,,,
muha_frame1,,,109,,,
mul'tfil'm_frame1,,,69,69,,
mul'tfil'm_frame2,,,69,69,,
mul'timedijnaja prezentacija_frame1,,,71,71,,
mul'timedijnaja prezentacija_frame2,,,71,71,,
mul'timedijnyj proektor_frame1,,,7,,,
mul'timedijnyj proektor_frame2,,,34,,,
mul_frame1,,,71,71,,
mul_frame2,,,71,71,,
muravej_frame2,,,78,,,
musor_frame1,,,59,,,
musor_frame2,,,59,,,
mutacija_frame1,,,34,34,,
mutacija_frame2,,,34,34,,
mutant_frame1,,,51,51,,
mutant_frame2,,,51,51,,
muzhchina_frame1,,,1,,,
muzhestvennost'_frame1,,,2,2,,
muzhestvennost'_frame2,,,2,2,,
muzhestvennyj_frame1,,,2,2,,
muzhestvennyj_frame2,,,2,2,,
muzh_frame1,,,152,69,,0
muzh_frame2,,,152,69,,0
muzykant_frame1,,,144,144,,
muzyka_frame1,,,144,144,,
muzyka_frame2,,,144,144,,
mylo_frame2,,,68,68,,
mysh'_frame1,,,97,,,
mysl'_frame1,,,87,,,
mys_frame1,,,87,87,,
mys_frame2,,,111,,,
my_frame2,,,75,,,
nabljudat'_frame2,,,51,51,,
nabljudatel'nost'_frame2,,,55,55,,
nabljudenie_frame1,,,55,55,,
nabljudenie_frame2,,,55,55,,
nachal'nyj_frame1,,,3,,,
nachal'nyj_frame2,,,3,,,
nachalo_frame1,,,14,71,,
nachalo_frame2,,,14,71,,
nachinat'_frame1,,,14,71,,
nachinat'_frame2,,,14,71,,
nadezhda_frame1,,,33,125,,
nadezhda_frame2,,,125,125,,
nadezhnyj_frame1,,,13,69,,0
nadezhnyj_frame2,,,13,69,,0
nadlezhaszij_frame1,,,75,,,
nadlezhaszij_frame2,,,75,,,
nadoelo_frame2,,,95,95,,
nadutyj_frame1,,,1,1,,
nadutyj_frame2,,,95,95,,
naduvat' guby_frame1,,,97,97,,
naduvat' guby_frame2,,,97,97,,
naduvat'_frame1,,,71,71,,
naduvat'_frame2,,,71,71,,
naglost'_frame1,,,87,87,,
naglost'_frame2,,,87,87,,
naglyj_frame1,,,87,87,,
naglyj_frame2,,,87,87,,
nagrada_frame2,,,71,71,,
nagrevanie_frame1,,,12,12,,
nagrevanie_frame2,,,92,92,,
nahal'nyj_frame1,,,87,87,,
nahal'nyj_frame2,,,87,87,,
nahodit'sja_frame1,,,71,69,,
nahodit'sja_frame2,,,71,69,,
nahodit'_frame1,,,7,71,,
nahodit'_frame2,,,7,71,,
naigrannyj_frame2,,,73,,,
naimen'shij_frame1,,,71,71,,
naimen'shij_frame2,,,71,71,,
naivnyj_frame1,,,51,51,,
naivnyj_frame2,,,51,51,,
nakazanie_frame1,,,71,71,,
nakazanie_frame2,,,71,71,,
nakazyvat'_frame1,,,71,71,,
nakazyvat'_frame2,,,71,71,,
nakidka_frame1,,,70,70,,
nakidka_frame2,,,70,70,,
naklonjat'sja_frame2,,,70,70,,
nakonec_frame1,,,73,71,,
nakonec_frame2,,,73,71,,
nalog_frame1,,,59,71,,
nalog_frame2,,,59,71,,
namerevat'sja_frame2,,,73,,,
napadat'_frame1,,,87,87,,
napadat'_frame2,,,87,87,,
napadenie_frame1,,,87,87,,
napadenie_frame2,,,87,87,,
naperstok_frame1,,,137,87,,
naperstok_frame2,,,137,87,,
napil'nik_frame1,,,33,33,,
napil'nik_frame2,,,33,33,,
napisat'_frame1,,,73,71,,
napisat'_frame2,,,73,71,,
napitok_frame1,,,71,,,
napitok_frame2,,,71,,,
napol'naja plitka_frame1,,,68,68,,
napol'naja plitka_frame2,,,68,68,,
naprasno_frame2,,,73,,,
napravlenie_frame1,,,71,69,,
napravlenie_frame2,,,71,69,,
naprjazhenie_frame1,,,12,12,,
naprotiv_frame1,,,18,18,,
naprotiv_frame2,,,18,18,,
napugannyj_frame1,,,100,,,
napugannyj_frame2,,,100,,,
narastajuszij_frame1,,,115,111,,
narastajuszij_frame2,,,16,111,,
narjadnyj_frame2,,,110,68,,
narkotik_frame1,,,3,69,,
naruchniki_frame2,,,159,159,0,0
narushat'_frame2,,,12,71,,
narushenie_frame2,,,12,71,,
nasekomye_frame1,,,103,104,,
nasekomye_frame2,,,104,103,,
naseljat'_frame1,,,87,87,,
naseljat'_frame2,,,137,137,,
nashestvie_frame1,,,69,1,,
nash_frame1,,,71,,,
nash_frame2,,,71,,,
nasilie_frame1,,,2,2,,
nasilie_frame2,,,2,2,,
naslazhdat'sja_frame1,,,85,85,,
naslazhdat'sja_frame2,,,91,91,,
nasledie_frame1,,,13,13,,
nasledie_frame2,,,13,13,,
nasledovat'_frame1,,,13,13,,
nasledovat'_frame2,,,13,13,,
nasledstvennost'_frame1,,,13,13,,
nasledstvennost'_frame2,,,13,13,,
nasos_frame2,,,97,,,
nastaivat'_frame1,,,14,71,,
nastaivat'_frame2,,,14,71,,
nastojaszij_frame2,,,14,14,,
nastojchivo dobivat'sja_frame1,,,14,87,,
nastojchivo dobivat'sja_frame2,,,14,87,,
nastol'nyj tennis_frame2,,,137,,,
nas_frame1,,,75,,,
natural'nyj_frame1,,,13,,,
nauka_frame1,,,95,,,
nauka_frame2,,,95,,,
naves tent_frame1,,,73,,,
naves tent_frame2,,,73,,,
navoz_frame1,,,3,78,,
navoz_frame2,,,3,78,,
navsegda_frame1,,,16,,,
navsegda_frame2,,,87,,,
nazhimat'_frame1,,,13,,,
nazhimat'_frame2,,,13,,,
naznachat'_frame1,,,87,87,,
naznachat'_frame2,,,2,87,,
naznachenie_frame1,,,7,7,,
naznachenie_frame2,,,7,7,,
naznachennoe vremja_frame1,,,21,,,
naznachennoe vremja_frame2,,,21,,,
ne imet'_frame1,,,72,,,
ne moch'_frame2,,,71,,,
ne nravit'sja_frame2,,,144,,,
ne ponimat'_frame1,,,14,,,
ne ponimat'_frame2,,,14,,,
ne raspakovyvat'_frame1,,,140,140,,
ne raspakovyvat'_frame2,,,155,155,,
ne vynosit'_frame1,,,59,,,
ne znat'_frame1,,,51,,,
ne znat'_frame2,,,51,,,
nebo_frame2,,,69,69,,
nebrezhno pisat'_frame1,,,18,69,,
nebrezhno pisat'_frame2,,,18,79,,
nedelja_frame2,,,3,,,
nedobryj_frame1,,,97,97,,
nedostatok chego-libo_frame1,,,97,87,,
nedostatok chego-libo_frame2,,,97,87,,
nedostatok_frame2,,,71,71,,
nedostavat'_frame1,,,100,87,,
nedostavat'_frame2,,,100,87,,
nedovol'nyj_frame1,,,100,,,
nedovol'nyj_frame2,,,1,,,
neizbezhnyj_frame1,,,71,,,
neizvestnyj_frame1,,,3,3,,
neizvestnyj_frame2,,,3,3,,
nejtral'nyj_frame1,,,96,96,,
nejtral'nyj_frame2,,,96,96,,
nejtralizacija_frame1,,,96,96,,
nejtralizacija_frame2,,,96,96,,
nejtralizator_frame1,,,87,87,,
nejtralizator_frame2,,,137,137,,
nekotoryj_frame1,,,87,87,,
nekotoryj_frame2,,,87,87,,
nemedlennyj_frame1,,,30,30,,
nenavidet'_frame1,,,59,,,
nenavidet'_frame2,,,59,,,
neobhodimost'_frame1,,,162,162,,
neobhodimost'_frame2,,,162,162,,
neobychnyj_frame1,,,13,13,,
neobychnyj_frame2,,,13,13,,
neozhidannyj_frame1,,,144,144,,
neozhidannyj_frame2,,,144,144,,
nepravil'nyj_frame1,,,51,,,
nervnyj_frame1,,,167,167,,
nervnyj_frame2,,,167,167,,
neschast'ja_frame1,,,162,162,,
neskol'ko_frame1,,,95,,0,
nesti_frame1,,,24,,,
nesti_frame2,,,24,,,
neudobno_frame2,,,87,87,,
nevedenie_frame1,,,12,12,,
nevedenie_frame2,,,12,12,,
neverie_frame1,,,14,71,,
neverie_frame2,,,87,87,,
neverojatnyj_frame1,,,87,,,
neverojatnyj_frame2,,,87,,,
nevinnost'_frame1,,,71,69,,
nevinnost'_frame2,,,71,69,,
nevozmozhnyj_frame1,,,2,2,,
nevozmozhnyj_frame2,,,2,2,,
nezakonnyj_frame1,,,95,95,,
nezakonnyj_frame2,,,95,95,,
nezanjatyj_frame1,,,71,71,,
nezanjatyj_frame2,,,71,71,,
nezhnichan'e_frame2,,,87,87,,
nezhnyj_frame1,,,162,162,,
nezhnyj_frame2,,,162,162,,
neznachitel'nyj_frame1,,,115,,,
neznachitel'nyj_frame2,,,115,,,
ne_frame1,,,140,,,
ne_frame2,,,3,,,
nich'ja_frame1,,,14,14,,
nich'ja_frame2,,,14,14,,
nichto_frame1,,,71,71,,
nichto_frame2,,,71,71,,
nikogda_frame1,,,24,,,
nikto_frame1,,,162,162,,
nikto_frame2,,,162,162,,
nit'; prjazha_frame1,,,152,152,,
nit'; prjazha_frame2,,,152,152,,
nizhe_frame1,,,74,,,
nizhnij_frame1,,,71,,,
nizhnij_frame2,,,71,,,
nizkij_frame1,,,71,,,
nizkij_frame2,,,71,,,
njanja_frame2,,,38,,,
noch'_frame1,,,87,87,,
noch'_frame2,,,87,87,,
nogot'_frame1,,,13,7,,
nol'_frame2,,,144,,,
normal'no_frame1,,,144,144,,
normal'no_frame2,,,144,144,,
normal'nyj_frame1,,,144,144,,
normal'nyj_frame2,,,144,144,,
normalizacija_frame1,,,152,152,,
normalizacija_frame2,,,152,152,,
normalizovat'_frame1,,,152,152,,
normalizovat'_frame2,,,71,71,,
norma_frame1,,,144,144,,
norma_frame2,,,144,144,,
norvegija_frame1,,,13,,,
norvegija_frame2,,,13,,,
nosilki_frame1,,,24,24,,
nosilki_frame2,,,24,24,,
noski_frame1,,,14,,,
nosorog_frame1,,,2,,,
nosorog_frame2,,,2,,,
nos_frame1,,,14,,,
nos_frame2,,,14,,,
noutbuk_frame1,,,71,71,,
noutbuk_frame2,,,71,71,,
novoobraszennyj_frame1,,,15,15,,
novoobraszennyj_frame2,,,15,15,,
novosti_frame1,,,73,73,,
novosti_frame2,,,73,73,,
novyj_frame1,,,71,71,,
novyj_frame2,,,71,71,,
nozdrja_frame1,,,1,,,
nozdrja_frame2,,,1,,,
nozhnicy_frame1,,,34,,,
nozh_frame2,,,34,34,,
nravit'sja_frame2,,,144,,,
nravstvennost'_frame2,,,141,,,
nudit'_frame1,,,34,69,,
nudit'_frame2,,,34,69,,
nuzhda_frame1,,,87,87,,
nyrjanie_frame1,,,33,69,,0
nyrjanie_frame2,,,33,69,,0
ob#edinenie_frame1,,,86,86,,
ob#edinenie_frame2,,,92,92,,
ob#edinennyj_frame1,,,71,88,,
ob#edinennyj_frame2,,,137,88,,
ob#edinjat'sja_frame1,,,92,92,,
ob#edinjat'sja_frame2,,,137,137,,
ob#ektivnost'_frame1,,,14,14,,
ob#ektivnost'_frame2,,,14,14,,
ob#ektivnyj_frame1,,,152,152,,
ob#ektivnyj_frame2,,,152,152,,
ob#em_frame1,,,97,97,,
ob#em_frame2,,,97,97,,
ob#jasnenie_frame1,,,103,103,,
ob#jasnenie_frame2,,,85,85,,
ob#jasnjat'_frame1,,,144,144,,
ob#jasnjat'_frame2,,,144,144,,
ob#jatie_frame1,,,87,87,,
ob#jatie_frame2,,,87,87,,
ob#javlenie_frame2,,,21,21,,
ob#javljat'_frame1,,,14,14,,
ob#javljat'_frame2,,,21,21,,
ob#yom_frame2,,,96,96,,
obedat'_frame1,,,25,,,
obedat'_frame2,,,25,,,
obespechenie_frame1,,,96,96,,
obespechenie_frame2,,,96,96,,
obespechivat'_frame1,,,96,96,,
obespokoennyj_frame1,,,101,101,,
obespokoennyj_frame2,,,101,101,,
obez'jana_frame2,,,96,96,,
obhod_frame1,,,71,,0,
obhod_frame2,,,71,,0,
obitel'_frame1,,,69,69,,
obitel'_frame2,,,87,87,,
objazannost'_frame1,,,13,69,,
objazannost'_frame2,,,13,69,,
objazatel'nost'_frame1,,,14,69,,
objazatel'nost'_frame2,,,14,69,,
oblachnyj_frame2,,,96,96,,
obladat'_frame1,,,152,,,
obladat'_frame2,,,152,,,
oblegchat'_frame1,,,69,69,,
oblegchat'_frame2,,,69,69,,
oblegchenie_frame1,,,69,69,,
oblegchenie_frame2,,,69,69,,
obluchenie_frame1,,,87,69,,0
obluchenie_frame2,,,87,69,,0
obmanchivost'_frame1,,,68,1,,0
obmanchivost'_frame2,,,68,1,,0
obmanyvat'_frame2,,,52,14,,
obman_frame2,,,68,,,
obmen_frame1,,,12,12,,
obmen_frame2,,,12,12,,
obnaruzhivat'_frame2,,,51,,,
obnimat'_frame2,,,76,76,,
obnovljat'_frame1,,,76,137,,
obnovljat'_frame2,,,71,71,,
obochina_frame1,,,73,71,,
obochina_frame2,,,73,71,,
oboi_frame2,,,71,71,,
obosoblennyj_frame1,,,3,3,,
obosoblennyj_frame2,,,3,3,,
obratimyj_frame1,,,14,14,,
obratimyj_frame2,,,14,14,,
obrazovanie_frame1,,,87,,,
obrazovannyj_frame2,,,136,,,
obraz_frame1,,,144,144,,
obraz_frame2,,,144,144,,
obrezanie_frame1,,,33,13,,
obrezanie_frame2,,,33,13,,
obrezat'_frame1,,,52,24,,
obrezat'_frame2,,,40,24,,
obrisovyvat'_frame2,,,125,,,
obruchit'sja_frame1,,,13,69,,0
obruchit'sja_frame2,,,13,69,,0
obryvat'_frame1,,,146,146,,
obryvat'_frame2,,,146,146,,
obsluzhivat'_frame1,,,30,30,,
obsluzhivat'_frame2,,,30,30,,
obstojatel'stva_frame1,,,69,69,,
obstojatel'stva_frame2,,,69,69,,
obsuzhdat'_frame2,,,144,144,,
obsuzhdenie_frame1,,,144,144,,
obsuzhdenie_frame2,,,144,144,,
obszat'sja_frame2,,,71,71,,
obszenie_frame1,,,71,71,,
obszenie_frame2,,,71,71,,
obszestvo_frame1,,,86,86,,
obszestvo_frame2,,,137,137,,
obszij narkoz_frame1,,,97,,,
obszij narkoz_frame2,,,97,,,
obszij_frame1,,,91,91,,
obszij_frame2,,,91,91,,
obsznost' veroispovedanija_frame2,,,71,71,,
obuv'_frame1,,,78,69,,0
obuv'_frame2,,,78,69,,0
obvinenie_frame1,,,73,69,,
obychno_frame1,,,13,13,,
obychno_frame2,,,13,13,,
obzhorstvo_frame1,,,125,7,,
obzhorstvo_frame2,,,7,7,,
ocenivat'_frame1,,,75,71,,
ocenivat'_frame2,,,75,71,,
ocenka_frame1,,,137,69,,
ocenka_frame2,,,137,69,,
ochen' bol'shoj_frame1,,,12,,,
ochen' bol'shoj_frame2,,,12,,,
ochen'_frame2,,,21,69,,0
ochered'_frame2,,,86,86,,
ochevidno_frame1,,,51,51,,
ochki_frame1,,,109,109,,
ochki_frame2,,,109,109,,
ochko_frame2,,,152,,,
odalzhivat'_frame1,,,125,,,
odalzhivat'_frame2,,,1,,,
odarennyj_frame1,,,69,,,
odarennyj_frame2,,,69,,,
odejanie_frame1,,,137,137,,
odejanie_frame2,,,137,137,,
oderzhimyj_frame2,,,75,,,
odet'sja_frame1,,,141,141,,
odet'sja_frame2,,,141,141,,
odezhda_frame1,,,87,87,,
odezhda_frame2,,,87,87,,
odinakovyj_frame2,,,51,51,,
odinokij_frame1,,,14,,,
odinokij_frame2,,,14,,,
odnako_frame2,,,14,,,
odobrenie_frame1,,,73,69,,
odobrenie_frame2,,,73,69,,
odobrjat'_frame2,,,144,144,,
odolzhenie_frame1,,,71,,,
oduvanchik_frame1,,,24,,,
oduvanchik_frame2,,,24,,,
ofis_frame1,,,110,71,,0
ofis_frame2,,,110,71,,0
ogon'_frame1,,,158,158,,
ogon'_frame2,,,158,158,,
ogranichenie_frame1,,,13,13,,
ogranichenija_frame1,,,71,71,,
ogranichivat'_frame1,,,13,13,,
ogranichivat'_frame2,,,13,13,,
ograzhdenie_frame1,,,86,86,,
ograzhdenie_frame2,,,86,86,,
ogromnejshij_frame1,,,87,87,,
ogromnejshij_frame2,,,87,87,,
ogromnyj_frame1,,,87,87,,
ogromnyj_frame2,,,87,87,,
ogurec_frame1,,,76,76,,
ogurec_frame2,,,76,76,,
ohladitel'_frame2,,,1,1,,
ohlazhdat'_frame2,,,1,1,,
ohota_frame1,,,14,14,,
ohota_frame2,,,14,14,,
ohotit'sja_frame1,,,14,,,
